CustomerKey,First Name,Last Name,Full Name,GENDER,EmailAddress,Address,Date FirstPurchase,Phone,Customer City
16093,Kaitlyn,Morris,Kaitlyn Morris,FEMALE,kaitlyn48@adventure-works.com,4622 Andrea Lane,2023-09-28,203-555-0137,Novato
16094,Kayla,Brown,Kayla Brown,FEMALE,kayla4@adventure-works.com,3230 Buchanan Rd.,2023-09-14,265-555-0129,Santa Cruz
16095,Marcus,Garcia,Marcus Garcia,MALE,marcus17@adventure-works.com,137 Mazatlan,2023-10-07,582-555-0192,El Cajon
16096,Kenneth,She,Kenneth She,MALE,kenneth1@adventure-works.com,6595 Trailview Circle,2023-03-01,870-555-0120,Burnaby
16097,Jessica,Stewart,Jessica Stewart,FEMALE,jessica0@adventure-works.com,8084 Sunnyvale Avenue,2023-01-30,608-555-0126,Cliffside
16098,Jasmine,Diaz,Jasmine Diaz,FEMALE,jasmine61@adventure-works.com,7427 Terra Catalina,2023-01-23,253-555-0162,Victoria
16099,Julian,Jenkins,Julian Jenkins,MALE,julian8@adventure-works.com,3513 Dorset Way,2023-11-29,444-555-0124,Seattle
16100,Jose,Johnson,Jose Johnson,MALE,jose57@adventure-works.com,9077 Windsor Drive,2023-10-06,681-555-0175,Colma
16101,Mary,Lopez,Mary Lopez,FEMALE,mary34@adventure-works.com,4641 Brown St.,2023-10-14,416-555-0152,Fremont
16102,Marcus,Alexander,Marcus Alexander,MALE,marcus68@adventure-works.com,212 Pheasant Circle,2023-09-20,905-555-0127,Colma
16103,Haley,Hill,Haley Hill,FEMALE,haley56@adventure-works.com,5200 Woodchuck Pl.,2023-02-27,547-555-0187,Royal Oak
16104,Jordan,Hernandez,Jordan Hernandez,FEMALE,jordan47@adventure-works.com,6798 Roosevelt Avenue,2023-10-28,134-555-0196,Marysville
16105,Kristy,Diaz,Kristy Diaz,FEMALE,kristy3@adventure-works.com,7503 Hill Drive,2023-09-29,124-555-0148,Beaverton
16106,Ian,Barnes,Ian Barnes,MALE,ian43@adventure-works.com,5339 Longview Road,2023-06-04,734-555-0118,Royal Oak
16107,Jordan,Edwards,Jordan Edwards,FEMALE,jordan30@adventure-works.com,8982 Ricardo Drive,2023-05-14,189-555-0154,Walla Walla
16108,Bryce,Howard,Bryce Howard,MALE,bryce10@adventure-works.com,6632 Johnson Road,2023-10-19,383-555-0134,Edmonds
16109,Adam,Turner,Adam Turner,MALE,adam35@adventure-works.com,9800 American Beauty Dr.,2023-10-25,222-555-0116,N. Vancouver
16110,Brandon,Long,Brandon Long,MALE,brandon7@adventure-works.com,5338 Moccasin Ct,2023-10-24,407-555-0119,Victoria
16111,Allison,Green,Allison Green,FEMALE,allison37@adventure-works.com,1465 Dover Drive,2023-10-05,512-555-0126,Lake Oswego
16112,Frank,Munoz,Frank Munoz,MALE,frank15@adventure-works.com,6943 Patterson Blvd.,2023-10-01,565-555-0189,Berkeley
16113,Roger,Lal,Roger Lal,MALE,roger36@adventure-works.com,3478 Glenwood Dr,2023-10-12,300-555-0158,Burlingame
16114,Gavin,Ross,Gavin Ross,MALE,gavin3@adventure-works.com,142 Mt. Trinity Court,2023-10-17,626-555-0177,Glendale
16115,Jennifer,Diaz,Jennifer Diaz,FEMALE,jennifer95@adventure-works.com,2099 San Jose,2023-03-28,117-555-0118,Mill Valley
16116,Begoña,Hurtado,Begoña Hurtado,MALE,begoña0@adventure-works.com,3945 Cedar St.,2023-10-25,233-555-0116,National City
16117,Brad,Lal,Brad Lal,MALE,brad8@adventure-works.com,4255 Willow Pass Dr,2023-11-21,463-555-0111,Bellingham
16118,James,Wright,James Wright,MALE,james70@adventure-works.com,8478 Eastgate Ave.,2023-10-21,726-555-0143,Oakland
16119,Hailey,Watson,Hailey Watson,FEMALE,hailey18@adventure-works.com,9658 Guadalupe Dr.,2023-02-08,333-555-0115,Corvallis
16120,Bryce,Ramirez,Bryce Ramirez,MALE,bryce6@adventure-works.com,387 Glenside Court,2023-10-30,765-555-0164,Daly City
16121,Kaitlyn,Ross,Kaitlyn Ross,FEMALE,kaitlyn71@adventure-works.com,8391 Olivera,2023-11-23,683-555-0152,Metchosin
16122,Jason,Phillips,Jason Phillips,MALE,jason35@adventure-works.com,2369 Whitehaven Dr.,2023-10-06,808-555-0157,Beverly Hills
16123,Natalie,Patterson,Natalie Patterson,FEMALE,natalie33@adventure-works.com,2777 Spring Hill Drive,2023-11-05,858-555-0113,Haney
16124,Eduardo,Murphy,Eduardo Murphy,MALE,eduardo82@adventure-works.com,3032 Smoking Tree Court,2023-11-18,595-555-0145,Oak Bay
16125,Victoria,Watson,Victoria Watson,FEMALE,victoria45@adventure-works.com,6780 Ware Ct.,2023-12-03,796-555-0146,Port Hammond
16126,Faith,Kelly,Faith Kelly,FEMALE,faith24@adventure-works.com,879 Panoramic Ave,2023-09-29,170-555-0175,Novato
16127,Amanda,Edwards,Amanda Edwards,FEMALE,amanda45@adventure-works.com,8041 Erie Dr.,2023-10-14,600-555-0173,Burlingame
16128,Destiny,Ward,Destiny Ward,FEMALE,destiny38@adventure-works.com,3935 Hawkins Street,2023-12-13,141-555-0193,Langford
16129,Jordyn,Russell,Jordyn Russell,FEMALE,jordyn18@adventure-works.com,7682 Palm Avenue,2023-11-12,171-555-0187,Portland
16130,Mike,Seamans,Mike Seamans,FEMALE,mike5@adventure-works.com,4678 Cardinal Dr.,2023-09-11,210-555-0100,Beverly Hills
16131,Albert,Romero,Albert Romero,MALE,albert11@adventure-works.com,45 Linton Terr.,2023-11-05,444-555-0178,Burbank
16132,Sierra,Nelson,Sierra Nelson,FEMALE,sierra9@adventure-works.com,"12, avenue Foch",2023-01-18,183-555-0117,Royal Oak
16133,Dylan,Simmons,Dylan Simmons,MALE,dylan14@adventure-works.com,3831 Frigate Ct,2023-02-07,308-555-0179,Langford
16134,Roy,Hernandez,Roy Hernandez,MALE,roy24@adventure-works.com,9363 Vista Bonita,2023-04-26,878-555-0124,Beaverton
16135,Chelsea,Raman,Chelsea Raman,FEMALE,chelsea13@adventure-works.com,9 Serrana Ct.,2023-11-04,773-555-0130,Beaverton
16136,George,Srini,George Srini,MALE,george14@adventure-works.com,6214 Piedra Dr.,2023-11-27,241-555-0183,Bremerton
16137,Timothy,King,Timothy King,MALE,timothy45@adventure-works.com,3774 Napa Court,2023-11-09,939-555-0124,Olympia
16138,David,Butler,David Butler,MALE,david47@adventure-works.com,620 Trasher Road,2023-11-05,236-555-0154,Downey
16139,Jacqueline,Alexander,Jacqueline Alexander,FEMALE,jacqueline19@adventure-works.com,3181 Hacienda,2023-11-09,443-555-0198,West Covina
16140,Seth,Harris,Seth Harris,MALE,seth14@adventure-works.com,1487 Santa Fe,2023-03-25,778-555-0114,Oak Bay
16141,Shelby,Ramirez,Shelby Ramirez,FEMALE,shelby7@adventure-works.com,2236 Buena Vista Ave,2023-10-30,942-555-0151,Santa Monica
16142,Sophia,King,Sophia King,FEMALE,sophia17@adventure-works.com,2837 Thissen Court,2023-11-06,249-555-0119,Tacoma
16143,Sara,Evans,Sara Evans,FEMALE,sara25@adventure-works.com,7747 Bell Drive,2023-04-15,646-555-0173,Imperial Beach
16144,Patrick,Kelly,Patrick Kelly,MALE,patrick8@adventure-works.com,6540 Park Glen Ct.,2023-10-15,448-555-0184,Kirkland
16145,Sydney,Anderson,Sydney Anderson,FEMALE,sydney73@adventure-works.com,38 First Ave.,2023-10-04,203-555-0113,Puyallup
16146,Jacquelyn,Saunders,Jacquelyn Saunders,FEMALE,jacquelyn21@adventure-works.com,1694 All Dr.,2023-10-17,574-555-0154,Bellingham
16147,Nathan,Griffin,Nathan Griffin,MALE,nathan17@adventure-works.com,1343 Apple Drive,2023-10-26,712-555-0192,Lemon Grove
16148,Karen,Walker,Karen Walker,FEMALE,karen9@adventure-works.com,4474 San Jose Dr.,2023-09-29,461-555-0150,Long Beach
16149,Dalton,Perry,Dalton Perry,MALE,dalton53@adventure-works.com,4401 Keller Ridge Dr.,2023-05-30,192-555-0115,Langley
16150,Nicole,Thompson,Nicole Thompson,FEMALE,nicole16@adventure-works.com,6907 Mepham Dr.,2023-11-11,820-555-0169,La Jolla
16151,Chloe,Sanchez,Chloe Sanchez,FEMALE,chloe46@adventure-works.com,4786 Salvio St.,2023-11-01,782-555-0126,Yakima
16152,Katherine,Evans,Katherine Evans,FEMALE,katherine49@adventure-works.com,560 Nottingham Place,2023-10-20,465-555-0186,San Gabriel
16153,Eric,Jai,Eric Jai,MALE,eric40@adventure-works.com,"1101, rue Lauriston",2023-08-12,102-555-0131,Lynnwood
16154,Jennifer,Scott,Jennifer Scott,FEMALE,jennifer16@adventure-works.com,5682 Leslie Avenue,2023-07-11,128-555-0198,San Francisco
16155,Joan,Jenkins,Joan Jenkins,FEMALE,joan6@adventure-works.com,2719 Court Lane,2022-12-05,1 (11) 500 555-0114,Cranbourne
16156,Javier,Hernandez,Javier Hernandez,MALE,javier0@adventure-works.com,5046 Queens Road,2022-12-27,1 (11) 500 555-0137,Silverwater
16157,Cindy,Raman,Cindy Raman,FEMALE,cindy12@adventure-works.com,7947 Stillman Court,2022-12-17,1 (11) 500 555-0182,Sydney
16158,Kathleen,Gomez,Kathleen Gomez,FEMALE,kathleen3@adventure-works.com,4769 Detroit Avenue,2022-12-06,1 (11) 500 555-0157,Perth
16159,Mindy,Goldberg,Mindy Goldberg,FEMALE,mindy24@adventure-works.com,9152 St. Patricia,2022-12-21,1 (11) 500 555-0153,Cloverdale
16160,Erika,Hernandez,Erika Hernandez,FEMALE,erika3@adventure-works.com,3752 Colorado Dr.,2022-12-09,1 (11) 500 555-0124,Malabar
16161,Jodi,Deng,Jodi Deng,FEMALE,jodi1@adventure-works.com,3570 Book Ct,2022-12-15,1 (11) 500 555-0117,Hobart
16162,Mackenzie,Morgan,Mackenzie Morgan,FEMALE,mackenzie21@adventure-works.com,2707 Blocking Circle,2023-07-20,1 (11) 500 555-0122,Port Macquarie
16163,Willie,Chande,Willie Chande,MALE,willie34@adventure-works.com,4998 Clayburn Road,2022-12-06,1 (11) 500 555-0181,Geelong
16164,Amy,Liang,Amy Liang,FEMALE,amy23@adventure-works.com,5090 Pepperidge Way,2022-12-18,1 (11) 500 555-0194,Melton
16165,Jenny,Liu,Jenny Liu,FEMALE,jenny6@adventure-works.com,8225 Northridge Road,2023-07-09,1 (11) 500 555-0166,Matraville
16166,April,Goel,April Goel,FEMALE,april15@adventure-works.com,7723 Sun View Terrace,2023-02-12,1 (11) 500 555-0121,Lane Cove
16167,Devin,Moore,Devin Moore,MALE,devin6@adventure-works.com,9162 Gem Court,2023-08-16,1 (11) 500 555-0110,Sunbury
16168,Kathryn,Ashe,Kathryn Ashe,FEMALE,kathryn20@adventure-works.com,8042 Dantley Way,2023-02-21,1 (11) 500 555-0198,Coffs Harbour
16169,Dennis,Lin,Dennis Lin,MALE,dennis9@adventure-works.com,6337 Hillsborough Dr,2022-12-14,1 (11) 500 555-0125,Wollongong
16170,Juan,Rubio,Juan Rubio,MALE,juan8@adventure-works.com,9481 Laguna Street,2023-08-18,1 (11) 500 555-0186,Hervey Bay
16171,Bruce,Ruiz,Bruce Ruiz,MALE,bruce24@adventure-works.com,6774 Alier Drive,2023-04-06,1 (11) 500 555-0193,Seaford
16172,Janelle,Perez,Janelle Perez,FEMALE,janelle18@adventure-works.com,7682 Palm Avenue,2023-08-02,1 (11) 500 555-0112,Caloundra
16173,Cory,Rana,Cory Rana,MALE,cory9@adventure-works.com,2034 Rose Dr.,2023-02-24,1 (11) 500 555-0151,Silverwater
16174,Melinda,Hernandez,Melinda Hernandez,FEMALE,melinda0@adventure-works.com,1752 Atrice Lane,2023-04-03,1 (11) 500 555-0120,Lane Cove
16175,Tony,Shan,Tony Shan,MALE,tony13@adventure-works.com,1657 Almond Avenue,2023-08-11,1 (11) 500 555-0139,Silverwater
16176,Michele,Torres,Michele Torres,FEMALE,michele45@adventure-works.com,7583 Green Hill Rd,2022-11-28,1 (11) 500 555-0193,Geelong
16177,Bethany,Nath,Bethany Nath,FEMALE,bethany22@adventure-works.com,5377 Pine Creek Way,2023-06-03,1 (11) 500 555-0173,Hobart
16178,Alfredo,Carlson,Alfredo Carlson,MALE,alfredo19@adventure-works.com,1318 Nottingham Pl.,2023-04-19,1 (11) 500 555-0164,Sydney
16179,Jamie,Zhao,Jamie Zhao,FEMALE,jamie13@adventure-works.com,9761 Fox Way,2023-09-15,1 (11) 500 555-0177,Townsville
16180,Kyle,Perez,Kyle Perez,MALE,kyle33@adventure-works.com,68 Sunset Way,2022-12-26,1 (11) 500 555-0110,Coffs Harbour
16181,Daisy,Rubio,Daisy Rubio,FEMALE,daisy16@adventure-works.com,9021 Terrace Drive,2023-10-06,1 (11) 500 555-0114,Perth
16182,Louis,Sun,Louis Sun,MALE,louis7@adventure-works.com,4795 Hawthorne Dr.,2023-05-22,1 (11) 500 555-0166,Findon
16183,Tanya,Carlson,Tanya Carlson,FEMALE,tanya15@adventure-works.com,9435 Vine Hill Way,2023-05-09,1 (11) 500 555-0136,St. Leonards
16184,Christine,She,Christine She,FEMALE,christine0@adventure-works.com,4164 Kenneth Ct.,2023-09-28,1 (11) 500 555-0198,Brisbane
16185,Grant,Raji,Grant Raji,MALE,grant23@adventure-works.com,3736 Woodbridge Way,2023-04-27,1 (11) 500 555-0116,Springwood
16186,Bethany,Raji,Bethany Raji,FEMALE,bethany2@adventure-works.com,"140, quai Paul Doumer",2023-06-29,1 (11) 500 555-0180,Pantin
16187,Louis,Hu,Louis Hu,MALE,louis15@adventure-works.com,5307 Wildberry Court,2023-08-08,1 (11) 500 555-0122,London
16188,Teresa,Torres,Teresa Torres,FEMALE,teresa12@adventure-works.com,1724 The Trees Drive,2023-11-28,1 (11) 500 555-0117,London
16189,Amanda,Hughes,Amanda Hughes,FEMALE,amanda32@adventure-works.com,3598 Teakwood Drive,2023-06-16,1 (11) 500 555-0182,Peterborough
16190,Lance,Alvarez,Lance Alvarez,MALE,lance4@adventure-works.com,5979 Leisure Lane,2023-03-18,1 (11) 500 555-0168,London
16191,Margaret,Zeng,Margaret Zeng,FEMALE,margaret27@adventure-works.com,3352 Alicante Court,2023-10-21,1 (11) 500 555-0196,Reading
16192,Marie,Lopez,Marie Lopez,FEMALE,marie18@adventure-works.com,5444 Flamingo Dr.,2023-01-28,1 (11) 500 555-0167,Berkshire
16193,Victor,Rubio,Victor Rubio,MALE,victor21@adventure-works.com,2588 San Vincente Drive,2023-02-19,1 (11) 500 555-0154,Esher-Molesey
16194,Katie,Deng,Katie Deng,FEMALE,katie4@adventure-works.com,"8858, avenue de Villiers",2023-03-24,1 (11) 500 555-0170,Courbevoie
16195,Abby,Perez,Abby Perez,FEMALE,abby18@adventure-works.com,Attaché de Presse,2023-05-22,1 (11) 500 555-0186,Pantin
16196,Kurt,Raheem,Kurt Raheem,MALE,kurt18@adventure-works.com,Pascalstr 4,2022-03-07,1 (11) 500 555-0153,Frankfurt am Main
16197,Heidi,Prasad,Heidi Prasad,FEMALE,heidi11@adventure-works.com,Kurfürstenstr 9450,2022-03-18,1 (11) 500 555-0194,Berlin
16198,Arthur,Navarro,Arthur Navarro,MALE,arthur34@adventure-works.com,6607 Panoramic Avenue,2023-05-06,1 (11) 500 555-0117,Cheltenham
16199,Terrence,Xie,Terrence Xie,MALE,terrence3@adventure-works.com,Husemann Straße 9514,2022-03-20,1 (11) 500 555-0125,Dresden
16200,Julia,Edwards,Julia Edwards,FEMALE,julia3@adventure-works.com,2874 Turning View,2023-03-23,1 (11) 500 555-0116,Warrington
16201,Ross,Martin,Ross Martin,MALE,ross21@adventure-works.com,1817 Hilltop Rd,2022-01-18,1 (11) 500 555-0193,London
16202,Kenneth,Jai,Kenneth Jai,MALE,kenneth9@adventure-works.com,"89, avenue des Ternes",2023-10-09,1 (11) 500 555-0120,Paris
16203,Warren,Raje,Warren Raje,MALE,warren3@adventure-works.com,"19, rue de l´Esplanade",2022-09-01,1 (11) 500 555-0112,Orly
16204,Terrence,Anand,Terrence Anand,MALE,terrence23@adventure-works.com,"9215, rue Léo Delibes",2022-09-15,1 (11) 500 555-0160,Les Ulis
16205,Melanie,Sanders,Melanie Sanders,FEMALE,melanie14@adventure-works.com,"911bis, rue des Peupliers",2022-09-12,1 (11) 500 555-0157,Paris
16206,Cindy,Lewis,Cindy Lewis,FEMALE,cindy21@adventure-works.com,Holzstr 1333,2022-04-15,1 (11) 500 555-0195,Darmstadt
16207,Jordan,Shan,Jordan Shan,MALE,jordan27@adventure-works.com,Lieblingsweg 543,2022-04-09,1 (11) 500 555-0165,Erlangen
16208,Ruth,Chandra,Ruth Chandra,FEMALE,ruth7@adventure-works.com,Werftstr 44,2023-03-04,1 (11) 500 555-0151,Saarbrücken
16209,Carolyn,Alvarez,Carolyn Alvarez,FEMALE,carolyn26@adventure-works.com,"40, rue Georges-Clémenceau",2023-02-03,1 (11) 500 555-0138,Colombes
16210,Olivia,Cooper,Olivia Cooper,FEMALE,olivia34@adventure-works.com,8531 Bayter Court,2023-12-16,315-555-0113,Burlingame
16211,Jesse,Roberts,Jesse Roberts,MALE,jesse28@adventure-works.com,6780 Bonari Court,2023-12-02,338-555-0115,Bremerton
16212,Jacqueline,Rivera,Jacqueline Rivera,FEMALE,jacqueline41@adventure-works.com,2317 Woodruff Lane,2023-12-16,264-555-0125,Chula Vista
16213,Kaylee,Turner,Kaylee Turner,FEMALE,kaylee26@adventure-works.com,2396 Anchor Ct.,2023-07-05,697-555-0113,Shawnee
16214,Brett,Fernandez,Brett Fernandez,MALE,brett15@adventure-works.com,6051 Mepham Dr.,2023-03-31,343-555-0171,Bellingham
16215,Thomas,Turner,Thomas Turner,MALE,thomas42@adventure-works.com,8143 Creekridge Lane,2023-12-22,972-555-0110,Lynnwood
16216,Charles,Mitchell,Charles Mitchell,MALE,charles39@adventure-works.com,3099 Corte Segundo,2023-12-05,217-555-0178,Port Orchard
16217,Amanda,Gonzales,Amanda Gonzales,FEMALE,amanda38@adventure-works.com,607 B Way,2023-08-29,270-555-0140,Woodburn
16218,Julia,Simmons,Julia Simmons,FEMALE,julia81@adventure-works.com,2701 Sierra Rd,2023-01-12,237-555-0151,Redmond
16219,Angel,Sanders,Angel Sanders,MALE,angel2@adventure-works.com,7384 Diokmo Ct.,2023-06-09,351-555-0112,Langley
16220,Megan,Russell,Megan Russell,FEMALE,megan67@adventure-works.com,7256 St. Paul Circle,2023-07-24,998-555-0116,Vancouver
16221,Darren,Saunders,Darren Saunders,MALE,darren13@adventure-works.com,7682 Fern Leaf Lane,2023-02-15,487-555-0115,Burien
16222,Brandon,Anderson,Brandon Anderson,MALE,brandon30@adventure-works.com,7859 Live Oak Avenue,2023-02-14,156-555-0150,Berkeley
16223,Carlos,Collins,Carlos Collins,MALE,carlos28@adventure-works.com,6553 San Miguel Rd.,2023-02-14,880-555-0193,Los Angeles
16224,Jacob,Martinez,Jacob Martinez,MALE,jacob13@adventure-works.com,551 Rainier Dr,2023-02-26,983-555-0120,Oakland
16225,Wyatt,Nelson,Wyatt Nelson,MALE,wyatt38@adventure-works.com,6930 Lake Place,2023-03-03,621-555-0163,Lincoln Acres
16226,Maria,Blue,Maria Blue,FEMALE,maria7@adventure-works.com,4190 Trujillo,2023-03-03,917-555-0110,Sedro Woolley
16227,Eric,Lopez,Eric Lopez,MALE,eric53@adventure-works.com,4471 Willcrest Circle,2023-01-30,484-555-0182,Daly City
16228,Rafael,Zhu,Rafael Zhu,MALE,rafael15@adventure-works.com,6393 Tuolumne Way,2023-12-11,949-555-0122,Burlingame
16229,Wayne,Chande,Wayne Chande,MALE,wayne17@adventure-works.com,630 Plymouth Drive,2023-12-07,116-555-0178,Ballard
16230,Craig,Blanco,Craig Blanco,MALE,craig15@adventure-works.com,6180 Ryan Court,2023-12-18,460-555-0177,Bellflower
16231,Dana,Martin,Dana Martin,FEMALE,dana16@adventure-works.com,92 Glazier Ct.,2023-01-11,576-555-0138,Bellingham
16232,Chase,Richardson,Chase Richardson,MALE,chase9@adventure-works.com,2869 Highland Dr.,2023-02-17,804-555-0126,Kirkland
16233,Rebecca,King,Rebecca King,FEMALE,rebecca20@adventure-works.com,4973 Twinview Drive,2024-01-14,695-555-0184,Lemon Grove
16234,Wyatt,Martin,Wyatt Martin,MALE,wyatt15@adventure-works.com,7433 San Simeon Ct.,2023-06-02,570-555-0116,San Francisco
16235,Sebastian,Morris,Sebastian Morris,MALE,sebastian17@adventure-works.com,1730 D Reliez Valley Ct.,2023-02-18,153-555-0190,Lincoln Acres
16236,Nicholas,Martinez,Nicholas Martinez,MALE,nicholas18@adventure-works.com,5203 Virginia Lane,2023-09-25,158-555-0182,Lebanon
16237,Erin,James,Erin James,FEMALE,erin12@adventure-works.com,9691 Ironwood Way,2023-03-02,782-555-0199,Sedro Woolley
16238,Ann,Arun,Ann Arun,FEMALE,ann12@adventure-works.com,1909 N Jackson Way,2023-04-09,545-555-0123,Beverly Hills
16239,Gabriel,Nelson,Gabriel Nelson,MALE,gabriel40@adventure-works.com,7764 Juliet Court,2024-01-05,569-555-0150,Mill Valley
16240,Madeline,Green,Madeline Green,FEMALE,madeline14@adventure-works.com,8555 Napa Court,2024-01-02,747-555-0146,Burbank
16241,Isabel,Butler,Isabel Butler,FEMALE,isabel13@adventure-works.com,804 Skycrest Drive,2023-04-26,252-555-0172,Vancouver
16242,Megan,Garcia,Megan Garcia,FEMALE,megan19@adventure-works.com,5853 Peachwillow,2023-06-23,883-555-0181,Colma
16243,Maria,James,Maria James,FEMALE,maria18@adventure-works.com,258 Bluejay Dr.,2023-02-27,774-555-0124,Newton
16244,Gregory,Kumar,Gregory Kumar,MALE,gregory12@adventure-works.com,5048 Hawthorne Dr,2023-10-14,167-555-0126,Bellflower
16245,Alexandra,Griffin,Alexandra Griffin,FEMALE,alexandra42@adventure-works.com,3723 Mt. Sequoia Ct.,2024-01-23,218-555-0114,Santa Monica
16246,Lucas,Simmons,Lucas Simmons,MALE,lucas63@adventure-works.com,9045 N St.,2023-06-07,325-555-0175,Sedro Woolley
16247,Anna,Brown,Anna Brown,FEMALE,anna65@adventure-works.com,7627 Hidden Oak Ct.,2023-07-12,272-555-0111,Sooke
16248,Alyssa,Ross,Alyssa Ross,FEMALE,alyssa50@adventure-works.com,1121 Boynton Avenue,2023-05-02,132-555-0144,Issaquah
16249,Jesse,Rivera,Jesse Rivera,MALE,jesse17@adventure-works.com,9711 Contra Costa Blvd.,2023-04-29,609-555-0135,El Cajon
16250,Brendan,Raje,Brendan Raje,MALE,brendan12@adventure-works.com,4171 Miller Avenue,2022-02-17,1 (11) 500 555-0192,Kirkby
16251,Makayla,Howard,Makayla Howard,FEMALE,makayla10@adventure-works.com,6709 Brush Creek Drive,2023-05-01,1 (11) 500 555-0159,Newcastle upon Tyne
16252,Danny,Jiménez,Danny Jiménez,MALE,danny6@adventure-works.com,Kurfürstenstr 4164,2022-04-11,1 (11) 500 555-0192,Saarlouis
16253,Bethany,Lal,Bethany Lal,FEMALE,bethany12@adventure-works.com,Auf der Krone 49,2022-04-01,1 (11) 500 555-0196,Hamburg
16254,Maria,Morris,Maria Morris,FEMALE,maria2@adventure-works.com,"3, rue Surcouf",2023-02-21,1 (11) 500 555-0190,Chatou
16255,Taylor,Russell,Taylor Russell,FEMALE,taylor44@adventure-works.com,"34, rue des Pyrenees",2023-04-17,1 (11) 500 555-0165,Tremblay-en-France
16256,Richard,Collins,Richard Collins,MALE,richard39@adventure-works.com,5436 Via Del Verdes,2023-06-10,1 (11) 500 555-0132,Leeds
16257,Michele,Chandra,Michele Chandra,FEMALE,michele57@adventure-works.com,"2, avenue des Laurentides",2024-01-15,1 (11) 500 555-0182,Courbevoie
16258,Deanna,Malhotra,Deanna Malhotra,FEMALE,deanna8@adventure-works.com,"9967, rue Marbeuf",2023-12-19,1 (11) 500 555-0142,Orleans
16259,Ebony,Sai,Ebony Sai,FEMALE,ebony5@adventure-works.com,"8818, avenue de Villiers",2022-09-10,1 (11) 500 555-0113,Villeneuve-d'Ascq
16260,Gina,Schmidt,Gina Schmidt,FEMALE,gina20@adventure-works.com,7319 Snyder Lane,2022-02-02,1 (11) 500 555-0117,Oxford
16261,Diana,Navarro,Diana Navarro,FEMALE,diana9@adventure-works.com,"9, rue de l´Avenir",2022-09-25,1 (11) 500 555-0186,Dunkerque
16262,Kathryn,Xie,Kathryn Xie,FEMALE,kathryn3@adventure-works.com,"14, rue de Cambrai",2022-08-30,1 (11) 500 555-0135,Paris
16263,Eduardo,Robinson,Eduardo Robinson,MALE,eduardo17@adventure-works.com,Conesweg 1234,2022-04-20,1 (11) 500 555-0112,Ingolstadt
16264,Jennifer,Howard,Jennifer Howard,FEMALE,jennifer65@adventure-works.com,6915 Golden Leaf Way,2023-11-18,1 (11) 500 555-0162,Warrington
16265,Julie,Goel,Julie Goel,FEMALE,julie21@adventure-works.com,"48, rue Montcalm",2023-10-02,1 (11) 500 555-0151,Bobigny
16266,Alisha,Yang,Alisha Yang,FEMALE,alisha5@adventure-works.com,"9, rue Villedo",2023-07-05,1 (11) 500 555-0152,Morangis
16267,Edwin,Chen,Edwin Chen,MALE,edwin2@adventure-works.com,Höhenstr 9429,2022-04-12,1 (11) 500 555-0111,Grevenbroich
16268,Lindsey,Kumar,Lindsey Kumar,FEMALE,lindsey8@adventure-works.com,"14, rue de Cambrai",2022-10-20,1 (11) 500 555-0110,Roissy en Brie
16269,Tara,Nath,Tara Nath,FEMALE,tara19@adventure-works.com,Roßstr 3899,2022-04-06,1 (11) 500 555-0175,Berlin
16270,Jerome,Hernandez,Jerome Hernandez,MALE,jerome4@adventure-works.com,Hansaallee 5989,2022-04-26,1 (11) 500 555-0193,Berlin
16271,Michele,Gutierrez,Michele Gutierrez,FEMALE,michele44@adventure-works.com,Potsdamer Straße 23439,2022-04-29,1 (11) 500 555-0131,Berlin
16272,Raul,Deng,Raul Deng,MALE,raul2@adventure-works.com,3751 Anchor Dr.,2022-02-24,1 (11) 500 555-0118,Milton Keynes
16273,Marie,Martinez,Marie Martinez,FEMALE,marie19@adventure-works.com,"309, route de Marseille",2022-10-26,1 (11) 500 555-0166,Bobigny
16274,Ross,Diaz,Ross Diaz,MALE,ross23@adventure-works.com,Holzstr 1333,2024-01-02,1 (11) 500 555-0132,Eilenburg
16275,Deborah,McDonald,Deborah McDonald,FEMALE,deborah10@adventure-works.com,6516 Pine Tree Drive,2022-02-04,1 (11) 500 555-0167,Warrington
16276,Brandi,Carlson,Brandi Carlson,FEMALE,brandi17@adventure-works.com,Buergermeister-ulrich-str 5,2023-12-12,1 (11) 500 555-0120,Bonn
16277,Christy,Luo,Christy Luo,FEMALE,christy24@adventure-works.com,5805 Churchill Dr.,2022-02-28,1 (11) 500 555-0191,West Sussex
16278,Angel,Turner,Angel Turner,MALE,angel27@adventure-works.com,Essener Straße 8209,2022-04-15,1 (11) 500 555-0138,Hof
16279,Victoria,Patterson,Victoria Patterson,FEMALE,victoria58@adventure-works.com,Alderstr 3981,2023-09-27,1 (11) 500 555-0143,Erlangen
16280,Glenn,Ma,Glenn Ma,MALE,glenn17@adventure-works.com,Lützowplatz 5752,2023-11-04,1 (11) 500 555-0151,Münster
16281,Gilbert,Luo,Gilbert Luo,MALE,gilbert27@adventure-works.com,"22, rue des Grands Champs",2023-06-27,1 (11) 500 555-0193,Paris
16282,Kristine,Suarez,Kristine Suarez,FEMALE,kristine20@adventure-works.com,9875 Pheasant Drive,2023-05-13,1 (11) 500 555-0187,London
16283,Clayton,Raji,Clayton Raji,MALE,clayton39@adventure-works.com,"88bis, boulevard du Montparnasse",2023-10-03,1 (11) 500 555-0113,Paris
16284,Troy,Perez,Troy Perez,MALE,troy23@adventure-works.com,Unter Linden 94,2023-06-12,1 (11) 500 555-0119,Hof
